15322418 [Pos{x=2624, y=0, z=2848}, Pos{x=1120, y=0, z=1920}, Pos{x=3040, y=0, z=2304}, Pos{x=2912, y=0, z=64}, Pos{x=512, y=0, z=-2336}]
11333815738 [Pos{x=-2304, y=0, z=-1408}, Pos{x=-1392, y=0, z=-16}, Pos{x=2960, y=0, z=-2992}, Pos{x=3040, y=0, z=-2048}, Pos{x=1680, y=0, z=1136}]
11334758978 [Pos{x=-3040, y=0, z=2496}, Pos{x=1952, y=0, z=-1792}, Pos{x=1376, y=0, z=-2816}, Pos{x=32, y=0, z=-2944}, Pos{x=928, y=0, z=3008}]
11335374497 [Pos{x=-576, y=0, z=2048}, Pos{x=-2016, y=0, z=-2048}, Pos{x=3040, y=0, z=576}, Pos{x=3040, y=0, z=-2112}, Pos{x=1888, y=0, z=2176}]
11336404178 [Pos{x=-992, y=0, z=-3040}, Pos{x=-1888, y=0, z=-2176}, Pos{x=1824, y=0, z=-3008}, Pos{x=1632, y=0, z=2752}, Pos{x=-2480, y=0, z=-1264}]
11338441659 [Pos{x=-2720, y=0, z=1856}, Pos{x=736, y=0, z=2304}, Pos{x=-576, y=0, z=-3072}, Pos{x=2928, y=0, z=-2800}, Pos{x=-32, y=0, z=1152}]
11343814059 [Pos{x=1360, y=0, z=-1616}, Pos{x=1104, y=0, z=336}, Pos{x=-608, y=0, z=448}, Pos{x=-1696, y=0, z=-2048}, Pos{x=2976, y=0, z=576}]
11349450446 [Pos{x=2528, y=0, z=-736}, Pos{x=1104, y=0, z=-2736}, Pos{x=2528, y=0, z=3008}, Pos{x=3040, y=0, z=-2560}, Pos{x=2128, y=0, z=400}]
11354948728 [Pos{x=-1632, y=0, z=-2112}, Pos{x=416, y=0, z=1792}, Pos{x=-1760, y=0, z=2560}, Pos{x=2848, y=0, z=-2048}, Pos{x=-816, y=0, z=-944}]
11356097193 [Pos{x=2064, y=0, z=-3056}, Pos{x=2640, y=0, z=-240}, Pos{x=-1696, y=0, z=2496}, Pos{x=-2144, y=0, z=2048}, Pos{x=1248, y=0, z=-2880}]
11356916532 [Pos{x=96, y=0, z=2496}, Pos{x=2480, y=0, z=720}, Pos{x=2128, y=0, z=-1712}, Pos{x=2624, y=0, z=-2880}, Pos{x=1632, y=0, z=2240}]
11359906354 [Pos{x=-112, y=0, z=-2064}, Pos{x=1504, y=0, z=2816}, Pos{x=3040, y=0, z=1216}, Pos{x=3008, y=0, z=928}, Pos{x=2768, y=0, z=2704}]
11367050792 [Pos{x=2400, y=0, z=-2816}, Pos{x=3040, y=0, z=-1760}, Pos{x=1088, y=0, z=-3040}, Pos{x=-1216, y=0, z=3040}, Pos{x=2928, y=0, z=-1104}]
11367809072 [Pos{x=1904, y=0, z=-2704}, Pos{x=-1728, y=0, z=-2336}, Pos{x=2576, y=0, z=-1872}, Pos{x=3040, y=0, z=-128}, Pos{x=-2272, y=0, z=-64}]
11376849843 [Pos{x=-1824, y=0, z=-3072}, Pos{x=-2784, y=0, z=2240}, Pos{x=-1280, y=0, z=3040}, Pos{x=2688, y=0, z=1536}, Pos{x=1696, y=0, z=1984}]
11378417623 [Pos{x=1184, y=0, z=-2784}, Pos{x=-2432, y=0, z=320}, Pos{x=3040, y=0, z=-1504}, Pos{x=3040, y=0, z=-352}, Pos{x=-1376, y=0, z=1024}]
11385045911 [Pos{x=2368, y=0, z=-1248}, Pos{x=1280, y=0, z=2144}, Pos{x=-2208, y=0, z=-2944}, Pos{x=-192, y=0, z=-3072}, Pos{x=1344, y=0, z=-1440}]
11386584726 [Pos{x=-1472, y=0, z=-832}, Pos{x=176, y=0, z=1264}, Pos{x=416, y=0, z=2944}, Pos{x=1216, y=0, z=-2560}, Pos{x=-416, y=0, z=1856}]
11386758199 [Pos{x=-160, y=0, z=-2912}, Pos{x=2720, y=0, z=-992}, Pos{x=-240, y=0, z=1936}, Pos{x=2608, y=0, z=-560}, Pos{x=928, y=0, z=-1664}]
11388351592 [Pos{x=3040, y=0, z=-2496}, Pos{x=-1440, y=0, z=704}, Pos{x=3040, y=0, z=-128}, Pos{x=-2688, y=0, z=2304}, Pos{x=1104, y=0, z=336}]
11391152758 [Pos{x=-1792, y=0, z=-512}, Pos{x=240, y=0, z=2032}, Pos{x=3040, y=0, z=-1088}, Pos{x=992, y=0, z=-1792}, Pos{x=-2832, y=0, z=1808}]
11391658353 [Pos{x=1696, y=0, z=-2336}, Pos{x=-2592, y=0, z=-2048}, Pos{x=3040, y=0, z=-1440}, Pos{x=1888, y=0, z=-3040}, Pos{x=1088, y=0, z=-1280}]
11393084590 [Pos{x=2368, y=0, z=-1760}, Pos{x=320, y=0, z=1184}, Pos{x=784, y=0, z=2192}, Pos{x=384, y=0, z=2784}, Pos{x=2976, y=0, z=1984}]
11395871751 [Pos{x=-1168, y=0, z=-2416}, Pos{x=864, y=0, z=-2336}, Pos{x=3040, y=0, z=-1888}, Pos{x=2096, y=0, z=1264}, Pos{x=144, y=0, z=-2320}]
11396000794 [Pos{x=1296, y=0, z=-1776}, Pos{x=-2928, y=0, z=1648}, Pos{x=2400, y=0, z=1024}, Pos{x=3040, y=0, z=-704}, Pos{x=-1024, y=0, z=-1056}]
11396939485 [Pos{x=1152, y=0, z=-3040}, Pos{x=-1440, y=0, z=1344}, Pos{x=-1856, y=0, z=2592}, Pos{x=2448, y=0, z=-2928}, Pos{x=-2736, y=0, z=-2416}]
11399076295 [Pos{x=2384, y=0, z=-80}, Pos{x=-544, y=0, z=2048}, Pos{x=-256, y=0, z=1056}, Pos{x=1344, y=0, z=2720}, Pos{x=2304, y=0, z=-2560}]
11399611401 [Pos{x=2432, y=0, z=864}, Pos{x=-2720, y=0, z=-2048}, Pos{x=3040, y=0, z=1344}, Pos{x=1312, y=0, z=-2560}, Pos{x=-1440, y=0, z=-1408}]
11399915409 [Pos{x=1136, y=0, z=1392}, Pos{x=-336, y=0, z=2544}, Pos{x=2464, y=0, z=-1344}, Pos{x=2976, y=0, z=-768}, Pos{x=1344, y=0, z=3008}]
11402401584 [Pos{x=1424, y=0, z=784}, Pos{x=1936, y=0, z=240}, Pos{x=3040, y=0, z=-256}, Pos{x=-368, y=0, z=-3056}, Pos{x=1648, y=0, z=-2832}]
11404758812 [Pos{x=3040, y=0, z=-1056}, Pos{x=352, y=0, z=-3072}, Pos{x=-1824, y=0, z=2240}, Pos{x=2272, y=0, z=-2912}, Pos{x=96, y=0, z=-1344}]
11405035562 [Pos{x=-1088, y=0, z=1728}, Pos{x=2688, y=0, z=-1824}, Pos{x=3040, y=0, z=-864}, Pos{x=3040, y=0, z=2752}, Pos{x=-1440, y=0, z=-2048}]
11407090618 [Pos{x=-656, y=0, z=1040}, Pos{x=3040, y=0, z=-224}, Pos{x=2144, y=0, z=2944}, Pos{x=-1088, y=0, z=3040}, Pos{x=-736, y=0, z=-1344}]
11412527596 [Pos{x=-960, y=0, z=-2080}, Pos{x=2432, y=0, z=2272}, Pos{x=3040, y=0, z=1376}, Pos{x=1296, y=0, z=-1808}, Pos{x=-2448, y=0, z=-1168}]
11413996750 [Pos{x=-1824, y=0, z=0}, Pos{x=-1744, y=0, z=2000}, Pos{x=-2624, y=0, z=-2304}, Pos{x=2912, y=0, z=-512}, Pos{x=896, y=0, z=-2784}]
11415682996 [Pos{x=-576, y=0, z=-1568}, Pos{x=2368, y=0, z=3040}, Pos{x=3040, y=0, z=1920}, Pos{x=3040, y=0, z=384}, Pos{x=-1520, y=0, z=-944}]
11422900414 [Pos{x=2400, y=0, z=-2528}, Pos{x=2096, y=0, z=272}, Pos{x=3008, y=0, z=-2944}, Pos{x=-2240, y=0, z=2624}, Pos{x=-688, y=0, z=-2032}]
11423010184 [Pos{x=160, y=0, z=1312}, Pos{x=-1376, y=0, z=-512}, Pos{x=3040, y=0, z=2880}, Pos{x=-2864, y=0, z=-2608}, Pos{x=-1024, y=0, z=-2944}]
11423194008 [Pos{x=2336, y=0, z=-512}, Pos{x=-2400, y=0, z=-1088}, Pos{x=3040, y=0, z=2208}, Pos{x=-2896, y=0, z=2320}, Pos{x=288, y=0, z=-1920}]
11423464637 [Pos{x=960, y=0, z=1536}, Pos{x=-1360, y=0, z=-1008}, Pos{x=2720, y=0, z=1984}, Pos{x=2976, y=0, z=2176}, Pos{x=352, y=0, z=-1472}]
11425425515 [Pos{x=1856, y=0, z=2720}, Pos{x=656, y=0, z=1776}, Pos{x=-1200, y=0, z=-3056}, Pos{x=512, y=0, z=2368}, Pos{x=1872, y=0, z=2032}]
11428817289 [Pos{x=368, y=0, z=-2800}, Pos{x=1760, y=0, z=1536}, Pos{x=-480, y=0, z=2624}, Pos{x=-640, y=0, z=1312}, Pos{x=-2720, y=0, z=-1088}]
11431729105 [Pos{x=-2112, y=0, z=1280}, Pos{x=224, y=0, z=-1728}, Pos{x=-1568, y=0, z=-512}, Pos{x=3040, y=0, z=1984}, Pos{x=2528, y=0, z=-3072}]
11437651106 [Pos{x=-976, y=0, z=2608}, Pos{x=-1280, y=0, z=-3072}, Pos{x=2176, y=0, z=-1024}, Pos{x=1280, y=0, z=2496}, Pos{x=-1728, y=0, z=2816}]
11440624483 [Pos{x=2656, y=0, z=-2528}, Pos{x=2304, y=0, z=2816}, Pos{x=2848, y=0, z=2816}, Pos{x=2864, y=0, z=2064}, Pos{x=2368, y=0, z=-1792}]
11443466918 [Pos{x=-2912, y=0, z=-1984}, Pos{x=1632, y=0, z=960}, Pos{x=-2784, y=0, z=-2784}, Pos{x=3008, y=0, z=2400}, Pos{x=-464, y=0, z=1264}]
11445238960 [Pos{x=-1216, y=0, z=2208}, Pos{x=-2160, y=0, z=1296}, Pos{x=-304, y=0, z=-2032}, Pos{x=2720, y=0, z=-2112}, Pos{x=2464, y=0, z=384}]
11445366226 [Pos{x=-2656, y=0, z=-1024}, Pos{x=2080, y=0, z=0}, Pos{x=3040, y=0, z=1536}, Pos{x=2992, y=0, z=-2352}, Pos{x=-384, y=0, z=-1024}]
11445579144 [Pos{x=1216, y=0, z=-512}, Pos{x=1040, y=0, z=2736}, Pos{x=1136, y=0, z=-2576}, Pos{x=-2544, y=0, z=2928}, Pos{x=2560, y=0, z=-1984}]
11445971276 [Pos{x=-2400, y=0, z=288}, Pos{x=2208, y=0, z=2304}, Pos{x=-1632, y=0, z=-1792}, Pos{x=-704, y=0, z=1760}, Pos{x=1312, y=0, z=-3072}]
11446035883 [Pos{x=-848, y=0, z=-976}, Pos{x=2848, y=0, z=-1984}, Pos{x=3040, y=0, z=2048}, Pos{x=3040, y=0, z=992}, Pos{x=-1632, y=0, z=-576}]
11446328205 [Pos{x=2528, y=0, z=-2048}, Pos{x=2112, y=0, z=-1440}, Pos{x=368, y=0, z=-2192}, Pos{x=3040, y=0, z=-1728}, Pos{x=-1360, y=0, z=-2000}]
11447197066 [Pos{x=-176, y=0, z=-1872}, Pos{x=-2576, y=0, z=-3056}, Pos{x=2912, y=0, z=-1472}, Pos{x=3008, y=0, z=-2272}, Pos{x=288, y=0, z=768}]
11447894391 [Pos{x=2976, y=0, z=2560}, Pos{x=2960, y=0, z=-368}, Pos{x=1728, y=0, z=2080}, Pos{x=2464, y=0, z=2592}, Pos{x=-1520, y=0, z=1360}]
11451959634 [Pos{x=-2976, y=0, z=-96}, Pos{x=-1888, y=0, z=-2496}, Pos{x=2784, y=0, z=-1792}, Pos{x=2912, y=0, z=-1280}, Pos{x=3040, y=0, z=3008}]
11452322939 [Pos{x=-1264, y=0, z=1776}, Pos{x=2336, y=0, z=2048}, Pos{x=2880, y=0, z=3040}, Pos{x=1280, y=0, z=2912}, Pos{x=592, y=0, z=-1072}]
11454156068 [Pos{x=-2128, y=0, z=1360}, Pos{x=640, y=0, z=1696}, Pos{x=-2336, y=0, z=-3072}, Pos{x=2400, y=0, z=2944}, Pos{x=800, y=0, z=1376}]
11455076155 [Pos{x=1856, y=0, z=1664}, Pos{x=2224, y=0, z=-1520}, Pos{x=-544, y=0, z=2816}, Pos{x=-768, y=0, z=-3072}, Pos{x=3040, y=0, z=2656}]
11460575672 [Pos{x=-944, y=0, z=-1392}, Pos{x=3040, y=0, z=896}, Pos{x=-160, y=0, z=2560}, Pos{x=1600, y=0, z=-2816}, Pos{x=1312, y=0, z=-1344}]
11460849036 [Pos{x=-448, y=0, z=-1280}, Pos{x=544, y=0, z=-1408}, Pos{x=3040, y=0, z=1088}, Pos{x=848, y=0, z=2320}, Pos{x=592, y=0, z=-2736}]
11463120583 [Pos{x=-2592, y=0, z=736}, Pos{x=-2144, y=0, z=-832}, Pos{x=-1376, y=0, z=-96}, Pos{x=3040, y=0, z=-1408}, Pos{x=2400, y=0, z=2176}]
11463912008 [Pos{x=800, y=0, z=2016}, Pos{x=-2784, y=0, z=-1984}, Pos{x=-1600, y=0, z=-896}, Pos{x=-176, y=0, z=-1168}, Pos{x=-1712, y=0, z=2256}]
11464539263 [Pos{x=560, y=0, z=2896}, Pos{x=1328, y=0, z=2096}, Pos{x=-304, y=0, z=944}, Pos{x=1296, y=0, z=-2480}, Pos{x=784, y=0, z=2096}]
11464797984 [Pos{x=-2704, y=0, z=-2992}, Pos{x=1568, y=0, z=-1728}, Pos{x=-2448, y=0, z=-1008}, Pos{x=3040, y=0, z=2560}, Pos{x=2400, y=0, z=-512}]
11468645656 [Pos{x=-1824, y=0, z=1312}, Pos{x=352, y=0, z=-3072}, Pos{x=3040, y=0, z=-2368}, Pos{x=-1504, y=0, z=-2112}, Pos{x=3040, y=0, z=2880}]
11468915360 [Pos{x=-2624, y=0, z=320}, Pos{x=2848, y=0, z=-896}, Pos{x=-864, y=0, z=-1792}, Pos{x=-2016, y=0, z=-1152}, Pos{x=-1696, y=0, z=1408}]
11469300167 [Pos{x=1232, y=0, z=-1040}, Pos{x=2112, y=0, z=896}, Pos{x=3040, y=0, z=-448}, Pos{x=736, y=0, z=-2048}, Pos{x=1632, y=0, z=1184}]
11471627456 [Pos{x=-928, y=0, z=-2464}, Pos{x=-1120, y=0, z=-576}, Pos{x=3040, y=0, z=-96}, Pos{x=3024, y=0, z=1520}, Pos{x=-1504, y=0, z=-1056}]
11472579131 [Pos{x=3040, y=0, z=3040}, Pos{x=-1440, y=0, z=1024}, Pos{x=2400, y=0, z=-1344}, Pos{x=-96, y=0, z=-3072}, Pos{x=2912, y=0, z=-3072}]
11473920994 [Pos{x=-1104, y=0, z=-1776}, Pos{x=2528, y=0, z=2304}, Pos{x=2576, y=0, z=3024}, Pos{x=1600, y=0, z=-1248}, Pos{x=-400, y=0, z=-240}]
11475525430 [Pos{x=-1936, y=0, z=1520}, Pos{x=560, y=0, z=2096}, Pos{x=96, y=0, z=1920}, Pos{x=-1696, y=0, z=2304}, Pos{x=2976, y=0, z=768}]
11477908845 [Pos{x=3040, y=0, z=-3040}, Pos{x=640, y=0, z=2848}, Pos{x=1936, y=0, z=1424}, Pos{x=160, y=0, z=1536}, Pos{x=3040, y=0, z=-128}]
11478850194 [Pos{x=-1664, y=0, z=-1472}, Pos{x=-992, y=0, z=-2624}, Pos{x=1632, y=0, z=-1216}, Pos{x=-1952, y=0, z=-2752}, Pos{x=-880, y=0, z=-1520}]
11484642672 [Pos{x=352, y=0, z=-1568}, Pos{x=2336, y=0, z=-192}, Pos{x=-1264, y=0, z=-2416}, Pos{x=-1952, y=0, z=2912}, Pos{x=-352, y=0, z=1312}]
11488055002 [Pos{x=960, y=0, z=800}, Pos{x=1888, y=0, z=-1344}, Pos{x=1232, y=0, z=2096}, Pos{x=1200, y=0, z=2704}, Pos{x=1328, y=0, z=-2992}]
11494328388 [Pos{x=-1248, y=0, z=1216}, Pos{x=-1888, y=0, z=-2304}, Pos{x=-2560, y=0, z=-2368}, Pos{x=2400, y=0, z=-2176}, Pos{x=2336, y=0, z=-512}]
11494661751 [Pos{x=1696, y=0, z=1024}, Pos{x=1360, y=0, z=-272}, Pos{x=2368, y=0, z=3040}, Pos{x=3040, y=0, z=-1664}, Pos{x=3040, y=0, z=2848}]
11496300819 [Pos{x=-736, y=0, z=-2336}, Pos{x=-3008, y=0, z=480}, Pos{x=-1200, y=0, z=-176}, Pos{x=-1632, y=0, z=-2432}, Pos{x=1888, y=0, z=1024}]
11498460604 [Pos{x=-2752, y=0, z=-2400}, Pos{x=-2656, y=0, z=160}, Pos{x=3040, y=0, z=-1824}, Pos{x=-2864, y=0, z=2928}, Pos{x=-2736, y=0, z=-2800}]
11499685231 [Pos{x=1664, y=0, z=-992}, Pos{x=-1488, y=0, z=2704}, Pos{x=-2752, y=0, z=-2048}, Pos{x=2592, y=0, z=2176}, Pos{x=3040, y=0, z=320}]
11500490904 [Pos{x=-1312, y=0, z=1792}, Pos{x=2144, y=0, z=2560}, Pos{x=2336, y=0, z=-3072}, Pos{x=528, y=0, z=3024}, Pos{x=352, y=0, z=-2816}]
11501258957 [Pos{x=-2016, y=0, z=2848}, Pos{x=2384, y=0, z=-2128}, Pos{x=2080, y=0, z=-2688}, Pos{x=1744, y=0, z=1424}, Pos{x=1120, y=0, z=2624}]
11505356968 [Pos{x=2368, y=0, z=736}, Pos{x=80, y=0, z=1264}, Pos{x=-1520, y=0, z=1424}, Pos{x=-2224, y=0, z=2544}, Pos{x=-2928, y=0, z=-880}]
11505514556 [Pos{x=-2000, y=0, z=-1488}, Pos{x=1904, y=0, z=-880}, Pos{x=1888, y=0, z=2912}, Pos{x=-2688, y=0, z=-2560}, Pos{x=2720, y=0, z=0}]
11507820739 [Pos{x=-2496, y=0, z=-320}, Pos{x=-2336, y=0, z=-3072}, Pos{x=-288, y=0, z=3040}, Pos{x=2976, y=0, z=2560}, Pos{x=1232, y=0, z=1520}]
11508207757 [Pos{x=-1328, y=0, z=-2736}, Pos{x=2272, y=0, z=-2688}, Pos{x=3040, y=0, z=-32}, Pos{x=-1264, y=0, z=2576}, Pos{x=-976, y=0, z=-2288}]
11509582872 [Pos{x=-2176, y=0, z=-3008}, Pos{x=32, y=0, z=-2816}, Pos{x=496, y=0, z=3024}, Pos{x=1424, y=0, z=2256}, Pos{x=3040, y=0, z=2080}]
11513974959 [Pos{x=3040, y=0, z=-2560}, Pos{x=2880, y=0, z=-576}, Pos{x=3040, y=0, z=1440}, Pos{x=-1216, y=0, z=-1696}, Pos{x=1632, y=0, z=3008}]
11516692663 [Pos{x=1232, y=0, z=1808}, Pos{x=1888, y=0, z=2496}, Pos{x=2944, y=0, z=-128}, Pos{x=2976, y=0, z=1152}, Pos{x=240, y=0, z=1040}]
11519331118 [Pos{x=-1264, y=0, z=1456}, Pos{x=-2656, y=0, z=2688}, Pos{x=3040, y=0, z=672}, Pos{x=1904, y=0, z=2064}, Pos{x=-32, y=0, z=-2176}]
11519730558 [Pos{x=-1680, y=0, z=-496}, Pos{x=2336, y=0, z=2048}, Pos{x=3040, y=0, z=864}, Pos{x=2784, y=0, z=-2688}, Pos{x=-752, y=0, z=2064}]
11519791378 [Pos{x=3040, y=0, z=-3008}, Pos{x=-2704, y=0, z=1264}, Pos{x=1600, y=0, z=-2304}, Pos{x=2464, y=0, z=2176}, Pos{x=2992, y=0, z=144}]
11519818896 [Pos{x=-1216, y=0, z=1472}, Pos{x=-2224, y=0, z=-720}, Pos{x=3040, y=0, z=1824}, Pos{x=3040, y=0, z=-1824}, Pos{x=-2720, y=0, z=-2048}]
11521228726 [Pos{x=2512, y=0, z=-976}, Pos{x=-2016, y=0, z=-1248}, Pos{x=-432, y=0, z=1296}, Pos{x=2656, y=0, z=-2880}, Pos{x=-1872, y=0, z=-2960}]
11521703431 [Pos{x=176, y=0, z=1520}, Pos{x=-832, y=0, z=-2784}, Pos{x=2576, y=0, z=16}, Pos{x=96, y=0, z=-1600}, Pos{x=2960, y=0, z=2960}]
11525822616 [Pos{x=-2496, y=0, z=1056}, Pos{x=992, y=0, z=2816}, Pos{x=3040, y=0, z=-2240}, Pos{x=2016, y=0, z=2752}, Pos{x=-2992, y=0, z=-80}]
11527565217 [Pos{x=1984, y=0, z=1728}, Pos{x=-2640, y=0, z=400}, Pos{x=816, y=0, z=-2096}, Pos{x=2720, y=0, z=128}, Pos{x=448, y=0, z=2560}]
11528097638 [Pos{x=-1728, y=0, z=-256}, Pos{x=-1888, y=0, z=224}, Pos{x=2528, y=0, z=1280}, Pos{x=-2224, y=0, z=2960}, Pos{x=3040, y=0, z=-512}]
11532964957 [Pos{x=-1088, y=0, z=960}, Pos{x=2592, y=0, z=-2944}, Pos{x=3040, y=0, z=-2560}, Pos{x=-2528, y=0, z=-3072}, Pos{x=1280, y=0, z=1120}]
11533990523 [Pos{x=-2176, y=0, z=-992}, Pos{x=208, y=0, z=-2128}, Pos{x=1392, y=0, z=1808}, Pos{x=3040, y=0, z=832}, Pos{x=-2784, y=0, z=1984}]
11535301231 [Pos{x=-1984, y=0, z=-448}, Pos{x=2592, y=0, z=640}, Pos{x=-416, y=0, z=64}, Pos{x=2976, y=0, z=-2048}, Pos{x=3040, y=0, z=2240}]
11536455229 [Pos{x=48, y=0, z=-2992}, Pos{x=2384, y=0, z=304}, Pos{x=-160, y=0, z=2816}, Pos{x=1376, y=0, z=3040}, Pos{x=2928, y=0, z=1040}]
11539975523 [Pos{x=3040, y=0, z=1568}, Pos{x=2976, y=0, z=-512}, Pos{x=-896, y=0, z=-736}, Pos{x=-704, y=0, z=2208}, Pos{x=2432, y=0, z=1568}]
11549458194 [Pos{x=1056, y=0, z=-1760}, Pos{x=-1392, y=0, z=2128}, Pos{x=912, y=0, z=2288}, Pos{x=2816, y=0, z=2368}, Pos{x=3040, y=0, z=-2816}]
11549816533 [Pos{x=-1152, y=0, z=-736}, Pos{x=1184, y=0, z=2816}, Pos{x=3040, y=0, z=608}, Pos{x=-2656, y=0, z=1600}, Pos{x=1312, y=0, z=-2816}]
11553552306 [Pos{x=2432, y=0, z=3040}, Pos{x=2848, y=0, z=768}, Pos{x=-896, y=0, z=1792}, Pos{x=304, y=0, z=-2608}, Pos{x=2592, y=0, z=640}]
11554879893 [Pos{x=-544, y=0, z=2560}, Pos{x=-2720, y=0, z=-64}, Pos{x=2784, y=0, z=1056}, Pos{x=3040, y=0, z=512}, Pos{x=160, y=0, z=-1536}]
11557717191 [Pos{x=-1088, y=0, z=0}, Pos{x=-928, y=0, z=1376}, Pos{x=-2336, y=0, z=-1024}, Pos{x=2944, y=0, z=-2912}, Pos{x=-464, y=0, z=-2352}]
11558570263 [Pos{x=-928, y=0, z=480}, Pos{x=1248, y=0, z=2816}, Pos{x=640, y=0, z=2784}, Pos{x=2464, y=0, z=-2944}, Pos{x=2000, y=0, z=1008}]
11561354358 [Pos{x=-1888, y=0, z=1280}, Pos{x=-352, y=0, z=-2880}, Pos{x=416, y=0, z=-2816}, Pos{x=1760, y=0, z=3008}, Pos{x=2704, y=0, z=1936}]
11562534693 [Pos{x=2064, y=0, z=-3024}, Pos{x=-1648, y=0, z=624}, Pos{x=-2976, y=0, z=-896}, Pos{x=128, y=0, z=-2560}, Pos{x=880, y=0, z=1808}]
11562951962 [Pos{x=1472, y=0, z=-1792}, Pos{x=2944, y=0, z=1536}, Pos{x=3040, y=0, z=-1728}, Pos{x=2560, y=0, z=-448}, Pos{x=-928, y=0, z=256}]
11564293930 [Pos{x=-192, y=0, z=-1536}, Pos{x=2144, y=0, z=-256}, Pos{x=2928, y=0, z=1392}, Pos{x=3040, y=0, z=1856}, Pos{x=-560, y=0, z=1072}]
11564388882 [Pos{x=-1072, y=0, z=-752}, Pos{x=1984, y=0, z=512}, Pos{x=3040, y=0, z=960}, Pos{x=2976, y=0, z=-3072}, Pos{x=2352, y=0, z=-2512}]
11566777247 [Pos{x=-80, y=0, z=-1808}, Pos{x=2592, y=0, z=-1600}, Pos{x=-1280, y=0, z=-3072}, Pos{x=-2624, y=0, z=-544}, Pos{x=2176, y=0, z=-2304}]
11566905844 [Pos{x=3040, y=0, z=-1280}, Pos{x=2608, y=0, z=1264}, Pos{x=-720, y=0, z=-2736}, Pos{x=1632, y=0, z=2976}, Pos{x=-288, y=0, z=-1024}]
11570844850 [Pos{x=1136, y=0, z=-2192}, Pos{x=-1616, y=0, z=336}, Pos{x=2080, y=0, z=2304}, Pos{x=2496, y=0, z=1728}, Pos{x=2832, y=0, z=-1680}]
11572329706 [Pos{x=-1568, y=0, z=32}, Pos{x=352, y=0, z=-1536}, Pos{x=-336, y=0, z=-1264}, Pos{x=-2240, y=0, z=-3040}, Pos{x=2144, y=0, z=-1152}]
11579739332 [Pos{x=-384, y=0, z=-2752}, Pos{x=1104, y=0, z=3024}, Pos{x=-1536, y=0, z=-2272}, Pos{x=2976, y=0, z=1536}, Pos{x=-960, y=0, z=-224}]
11581319253 [Pos{x=1376, y=0, z=-736}, Pos{x=2912, y=0, z=1472}, Pos{x=2208, y=0, z=-3072}, Pos{x=-2128, y=0, z=-784}, Pos{x=1168, y=0, z=48}]
11584927730 [Pos{x=-256, y=0, z=1280}, Pos{x=-896, y=0, z=-1472}, Pos{x=2512, y=0, z=2576}, Pos{x=1104, y=0, z=-2288}, Pos{x=1248, y=0, z=-768}]
11585569232 [Pos{x=3040, y=0, z=2688}, Pos{x=288, y=0, z=-2080}, Pos{x=3024, y=0, z=-2032}, Pos{x=3040, y=0, z=-1792}, Pos{x=2080, y=0, z=2240}]
11588237940 [Pos{x=1568, y=0, z=1792}, Pos{x=-2960, y=0, z=48}, Pos{x=2992, y=0, z=-3056}, Pos{x=288, y=0, z=2752}, Pos{x=1280, y=0, z=-3008}]
11588509536 [Pos{x=864, y=0, z=-288}, Pos{x=3040, y=0, z=-800}, Pos{x=2656, y=0, z=-1920}, Pos{x=2976, y=0, z=1312}, Pos{x=-1760, y=0, z=-2560}]
11588950063 [Pos{x=-1776, y=0, z=2832}, Pos{x=2208, y=0, z=32}, Pos{x=2416, y=0, z=752}, Pos{x=-2800, y=0, z=1648}, Pos{x=-2048, y=0, z=-2048}]
11596429275 [Pos{x=-2928, y=0, z=2832}, Pos{x=-512, y=0, z=2784}, Pos{x=-688, y=0, z=-2768}, Pos{x=2976, y=0, z=-3072}, Pos{x=-2272, y=0, z=32}]
11596520047 [Pos{x=2240, y=0, z=2976}, Pos{x=1856, y=0, z=1920}, Pos{x=2272, y=0, z=-1760}, Pos{x=448, y=0, z=2464}, Pos{x=-2224, y=0, z=-1904}]
11596779346 [Pos{x=-848, y=0, z=-1296}, Pos{x=2624, y=0, z=-2048}, Pos{x=-1248, y=0, z=1984}, Pos{x=3040, y=0, z=2432}, Pos{x=-608, y=0, z=800}]
11599021264 [Pos{x=928, y=0, z=1856}, Pos{x=2112, y=0, z=2752}, Pos{x=-2464, y=0, z=-704}, Pos{x=-2208, y=0, z=704}, Pos{x=2880, y=0, z=1312}]
11602977466 [Pos{x=1824, y=0, z=32}, Pos{x=1184, y=0, z=1792}, Pos{x=2528, y=0, z=2144}, Pos{x=3040, y=0, z=-2272}, Pos{x=2656, y=0, z=-1152}]
11604959241 [Pos{x=-848, y=0, z=1776}, Pos{x=416, y=0, z=1344}, Pos{x=3040, y=0, z=512}, Pos{x=544, y=0, z=-2176}, Pos{x=2448, y=0, z=304}]
11612867092 [Pos{x=-672, y=0, z=-960}, Pos{x=2656, y=0, z=-1984}, Pos{x=1424, y=0, z=2032}, Pos{x=2912, y=0, z=3040}, Pos{x=3040, y=0, z=-1088}]
11613048554 [Pos{x=-2032, y=0, z=-496}, Pos{x=64, y=0, z=-2752}, Pos{x=1776, y=0, z=-2960}, Pos{x=-2688, y=0, z=-1792}, Pos{x=3040, y=0, z=608}]
11617197257 [Pos{x=-2176, y=0, z=672}, Pos{x=3040, y=0, z=-2368}, Pos{x=3040, y=0, z=1248}, Pos{x=2928, y=0, z=560}, Pos{x=-3072, y=0, z=-160}]
